state_code,state_name,district_code,district_name,complex_code,complex_name,court_numbers,flag
1,Maharashtra,19,Aurangabad,1010228,"Paithan, Civil and Criminal Court",6,N
1,Maharashtra,19,Aurangabad,1010229,"Aurangabad, District and Sesion Old","9,13",N
1,Maharashtra,19,Aurangabad,1370038,"Gangapur, Dist and Sessions Court",15,N
1,Maharashtra,19,Aurangabad,1370042,"Paithan, Dist and Sessions Court",16,N
1,Maharashtra,19,Aurangabad,1370059,Juvenile Court Aurangabad,17,N
1,Maharashtra,27,Beed,1010323,"Ambajogai, Civil and Criminal Court","7,8",N
1,Maharashtra,27,Beed,1010324,"Majalgaon, Dist and Session Court","11,12,13",N
1,Maharashtra,27,Beed,1010325,"Ambajogai, Dist and Session Court",9,N
1,Maharashtra,27,Beed,1010326,"Beed, Dist and Session Court","1,2,3",N
1,Maharashtra,27,Beed,1010327,"Dharur, Civil and Criminal Court",5,N
1,Maharashtra,27,Beed,1010328,"Parli Vaijnath, Civil and Criminal",14,N
1,Maharashtra,27,Beed,1010329,"Wadwani, Civil and Criminal Court",17,N
1,Maharashtra,27,Beed,1010330,"Georai, Civil and Criminal Court",4,N
1,Maharashtra,27,Beed,1010331,"Shirur K, Civil and Criminal Court",16,N
1,Maharashtra,27,Beed,1010332,"Patoda, Civil and Criminal Court",15,N
1,Maharashtra,27,Beed,1010333,"Ashti, Civil and Criminal Court",10,N
1,Maharashtra,27,Beed,1010334,"Kaij, Civil and Criminal Court","6,18",N
1,Maharashtra,10,Bhandara,1010125,"Pauni, Civil and Criminal Court",5,N
1,Maharashtra,10,Bhandara,1010126,"Bhandara, Dist and Sessions Court","1,2,3",N
1,Maharashtra,10,Bhandara,1010127,"Mohadi, Civil and Criminal Court",4,N
1,Maharashtra,10,Bhandara,1010128,"Lakhandur, Civil and Criminal Court",8,N
1,Maharashtra,10,Bhandara,1010129,"Lakhani, Civil and Criminal Court",9,N
1,Maharashtra,10,Bhandara,1010130,"Tumsar, Civil and Criminal Court",7,N
1,Maharashtra,10,Bhandara,1010131,"Sakoli, Civil and Criminal Court",6,N
1,Maharashtra,4,Buldhana,1010064,"Buldhana,District and Session Court","1,2,3",N
1,Maharashtra,4,Buldhana,1010065,"Chikhli, Civil and Criminal Court",4,N
1,Maharashtra,4,Buldhana,1010066,"Khamgaon, Dist and Session court","9,10,11",N
1,Maharashtra,4,Buldhana,1010067,"Lonar, Civil and Criminal Court",22,N
1,Maharashtra,4,Buldhana,1010069,"Deulgaon Raja, Civil and Criminal",5,N
1,Maharashtra,4,Buldhana,1010071,"Nandura, Civil and Criminal Court",12,N
1,Maharashtra,4,Buldhana,1010072,"Sangrampur,Civil and Criminal Court",18,N
1,Maharashtra,4,Buldhana,1010073,"Mehkar, Civil and Criminal Court","7,20,21",N
1,Maharashtra,4,Buldhana,1010074,"Malkapur, Civil and Criminal Court","8,14,15",N
1,Maharashtra,4,Buldhana,1010075,"Jalgaon Jamod, Civil Criminal Court",6,N
1,Maharashtra,4,Buldhana,1010076,"Shegaon, Civil and Criminal Court",13,N
1,Maharashtra,4,Buldhana,1010077,"Motala, Civil and Criminal Court",16,N
1,Maharashtra,4,Buldhana,1010078,"Sindkhed Raja, Civil and Criminal",19,N
1,Maharashtra,13,Chandrapur,1010146,"Gondpipari, Civil and Cri Court",16,N
1,Maharashtra,13,Chandrapur,1010147,"Mul, Civil and Criminal Court",7,N
1,Maharashtra,13,Chandrapur,1010148,"Sindewahi, Civil and Criminal Court",11,N
1,Maharashtra,13,Chandrapur,1010149,"Rajura, Civil and Criminal Court",9,N
1,Maharashtra,13,Chandrapur,1010150,"Ballarpur, Civil and Criminal Court",15,N
1,Maharashtra,13,Chandrapur,1010151,"Warora, District and ASJ Court",13,N
1,Maharashtra,13,Chandrapur,1010152,"Warora, Civil and Criminal Court","12,14",N
1,Maharashtra,13,Chandrapur,1010153,"Chandrapur, Dist and Session Court","1,2,3",N
1,Maharashtra,13,Chandrapur,1010154,"Nagbhid, Civil and Criminal Court",8,N
1,Maharashtra,13,Chandrapur,1010155,"Pombhurna, Civil and Criminal Court",17,N
1,Maharashtra,13,Chandrapur,1010156,"Saoli, Civil and Criminal Court",10,N
1,Maharashtra,13,Chandrapur,1010157,"Chimur, Civil and Criminal Court",6,N
1,Maharashtra,13,Chandrapur,1010158,"Bhadrawati,Civil and Criminal Court",4,N
1,Maharashtra,13,Chandrapur,1010159,"Bramhapuri, Civil and Cri Court",5,N
1,Maharashtra,13,Chandrapur,1010509,"Korpana, Civil and Cri. Court",18,N
1,Maharashtra,2,Dhule,1010041,"Dondaicha, Civil and Criminal Court",4,N
1,Maharashtra,2,Dhule,1010043,"Sakri, Civil and Criminal Court",5,N
1,Maharashtra,2,Dhule,1010045,"Dhule, District and Sessions Court","1,2,3",N
1,Maharashtra,2,Dhule,1010046,"Shirpur, Civil and Criminal Court",7,N
1,Maharashtra,2,Dhule,1010047,"Shindkheda,Civil and Criminal Court",6,N
1,Maharashtra,12,Gadchiroli,1010138,"Charmoshi, Civil and Criminal Court","10,11",N
1,Maharashtra,12,Gadchiroli,1010139,"Armori, Civil and Criminal Court",5,N
1,Maharashtra,12,Gadchiroli,1010140,"Kurkheda, Civil and Criminal Court","8,12",N
1,Maharashtra,12,Gadchiroli,1010141,"Aheri, Civil and Criminal Court","4,13",N
1,Maharashtra,12,Gadchiroli,1010142,"Sironcha, Civil and Criminal Court",7,N
1,Maharashtra,12,Gadchiroli,1010143,"Desaiganj Wadsa, Civil and Cri Ct",6,N
1,Maharashtra,12,Gadchiroli,1010144,"Dhanora, Civil and Criminal Court",9,N
1,Maharashtra,12,Gadchiroli,1010145,"Gadchiroli, Dist and Session Court","1,2,3",N
1,Maharashtra,11,Gondia,1010132,"Amgaon, Civil and Criminal Court",1,N
1,Maharashtra,11,Gondia,1010133,"Gondia, District and Sessions Court","3,4,5",N
1,Maharashtra,11,Gondia,1010134,"Arjuni Morgaon, Civil and Criminal",2,N
1,Maharashtra,11,Gondia,1010135,"Sadak Arjuni, Civil and Criminal",8,N
1,Maharashtra,11,Gondia,1010136,"Deori, Civil and Criminal Court",7,N
1,Maharashtra,11,Gondia,1010137,"Tirora, Civil and Criminal Court",6,N
1,Maharashtra,16,Hingoli,1010194,"Aundha Nagnath, Civil and Cri Court",8,N
1,Maharashtra,16,Hingoli,1010196,"Senagaon, Civil and Criminal Court",9,N
1,Maharashtra,16,Hingoli,1010197,"Basmath, Dist and Sessions Court",4,N
1,Maharashtra,16,Hingoli,1010204,"Kalamnuri, Civil and Criminal Court",7,N
1,Maharashtra,16,Hingoli,1010205,"Hingoli, Dist and Sessions Court","1,2,3",N
1,Maharashtra,16,Hingoli,1010206,"Basmath, Civil and Criminal Court","5,6",N
1,Maharashtra,3,Jalgaon,1010048,"Yawal, Civil and Criminal Court",18,N
1,Maharashtra,3,Jalgaon,1010049,"Dharangaon,Civil and Criminal Court",1,N
1,Maharashtra,3,Jalgaon,1010050,"Bhusawal, Railway Court",10,N
1,Maharashtra,3,Jalgaon,1010051,"Jalgaon,District and Sessions Court","2,3,4",N
1,Maharashtra,3,Jalgaon,1010052,"Jamner, Civil and Criminal Court",14,N
1,Maharashtra,3,Jalgaon,1010053,Chalisgaon Civil Court SD,22,N
1,Maharashtra,3,Jalgaon,1010054,"Chalisgaon,Civil and Criminal Court",11,N
1,Maharashtra,3,Jalgaon,1010055,"Amalner, District and Session Court","5,6,7",N
1,Maharashtra,3,Jalgaon,1010056,"Bhusawal, Dist and Session Court","9,20,21",N
1,Maharashtra,3,Jalgaon,1010057,"Parola, Civil and Criminal Court",17,N
1,Maharashtra,3,Jalgaon,1010058,"Raver, Civil and Criminal Court",19,N
1,Maharashtra,3,Jalgaon,1010059,"Pachora, Civil and Criminal Court",16,N
1,Maharashtra,3,Jalgaon,1010060,"Bhadgaon, Civil and Criminal Court",8,N
1,Maharashtra,3,Jalgaon,1010061,"Chopda, Civil and Criminal Court",12,N
1,Maharashtra,3,Jalgaon,1010062,"Muktainagar, Civil and Criminal Ct",15,N
1,Maharashtra,3,Jalgaon,1010063,"Erandol, Civil and Criminal Court",13,N
1,Maharashtra,3,Jalgaon,1370170,"Bodwad, Civil Cum Criminal Court",23,N
1,Maharashtra,18,Jalna,1010207,"Bhokardan, Civil and Criminal Court",5,N
1,Maharashtra,18,Jalna,1010208,"Ghansavangi, Civil and Cri Court",8,N
1,Maharashtra,18,Jalna,1010209,"Jalna, Criminal Court",2,N
1,Maharashtra,18,Jalna,1010210,"Mantha, Civil and Criminal Court",9,N
1,Maharashtra,18,Jalna,1010211,"Partur, Civil and Criminal Court",7,N
1,Maharashtra,18,Jalna,1010212,"Ambad, Civil and Criminal Court",4,N
1,Maharashtra,18,Jalna,1010213,"Jafrabad, Civil and Criminal Court",6,N
1,Maharashtra,18,Jalna,1010214,"Jalna, Civil Court",3,N
1,Maharashtra,18,Jalna,1010215,"Badnapur, Civil and Criminal Court",10,N
1,Maharashtra,18,Jalna,1010216,"Jalna, District and Sessions Court",1,N
1,Maharashtra,18,Jalna,1010511,"Ambad, Dist and Addl.Sessions Court",11,N
1,Maharashtra,34,Kolhapur,1010395,"Peth Vadgaon, Civil and Cri Court",19,N
1,Maharashtra,34,Kolhapur,1010396,"Gadhinglaj,Civil and Criminal Court","6,8",N
1,Maharashtra,34,Kolhapur,1010397,"Jaysingpur, Civil and Criminal Ct",13,N
1,Maharashtra,34,Kolhapur,1010398,Kolhapur District and Session Court,"1,2,21",N
1,Maharashtra,34,Kolhapur,1010399,"Gargoti, Civil and Criminal Court",9,N
1,Maharashtra,34,Kolhapur,1010400,"Ajara, Civil and Criminal Court",4,N
1,Maharashtra,34,Kolhapur,1010401,"Kolhapur, Criminal Court",3,N
1,Maharashtra,34,Kolhapur,1010402,"Panhala, Civil and Criminal Court",17,N
1,Maharashtra,34,Kolhapur,1010403,"Gadhinglaj, Dist and Sessions Court",7,N
1,Maharashtra,34,Kolhapur,1010404,"Jaisingpur, Dist and Sessions Ct",12,N
1,Maharashtra,34,Kolhapur,1010405,"Chandgad, Civil and Criminal Court",5,N
1,Maharashtra,34,Kolhapur,1010406,"Ichalkaranji, Dist and Session Ct","10,11",N
1,Maharashtra,34,Kolhapur,1010407,"Kurundwad, Civil and Criminal Court",15,N
1,Maharashtra,34,Kolhapur,1010408,Civil and Cri Court Kale Kheriwade,20,N
1,Maharashtra,34,Kolhapur,1010409,"Kagal, Civil and Criminal Court",14,N
1,Maharashtra,34,Kolhapur,1010410,"Radhanagari, Civil and Criminal Ct",18,N
1,Maharashtra,34,Kolhapur,1010411,"Shahuwadi, Civil and Criminal Court",16,N
1,Maharashtra,28,Latur,1010335,"Ahmedpur, Civil Court","5,6,13",N
1,Maharashtra,28,Latur,1010336,"Udgir, Dist and Sessions Court","10,11,14",N
1,Maharashtra,28,Latur,1010337,"Renapur, Civil and Criminal Court",15,N
1,Maharashtra,28,Latur,1010338,"Deoni, Civil and Criminal Court",16,N
1,Maharashtra,28,Latur,1010339,"Nilanga, Dist and Sessions Court","8,9,12",N
1,Maharashtra,28,Latur,1010340,"Latur, District and Sessions Court","1,2,3",N
1,Maharashtra,28,Latur,1010341,"Ausa, Civil and Criminal Court","4,17",N
1,Maharashtra,28,Latur,1010342,"Chakur, Civil and Criminal Court",7,N
1,Maharashtra,42,Maharashtra Family Courts,1010487,"Bandra, Family Court",11,N
1,Maharashtra,42,Maharashtra Family Courts,1010488,"Family Court , Osmanabad",23,N
1,Maharashtra,42,Maharashtra Family Courts,1010489,"Nashik, Family Court",17,N
1,Maharashtra,42,Maharashtra Family Courts,1010490,"Aurangabad, Family Court",14,N
1,Maharashtra,42,Maharashtra Family Courts,1010491,"Akola, Family Court",12,N
1,Maharashtra,42,Maharashtra Family Courts,1010492,"Nagpur, Family Court",15,N
1,Maharashtra,42,Maharashtra Family Courts,1010493,Ahmednagar Family Court,22,N
1,Maharashtra,42,Maharashtra Family Courts,1010494,"Solapur, Family Court",19,N
1,Maharashtra,42,Maharashtra Family Courts,1010495,"Nanded, Family Court",16,N
1,Maharashtra,42,Maharashtra Family Courts,1010496,"Family Court, Latur",21,N
1,Maharashtra,42,Maharashtra Family Courts,1010497,"Thane, Family Court",20,N
1,Maharashtra,42,Maharashtra Family Courts,1010498,"Amravati, Family Court",13,N
1,Maharashtra,42,Maharashtra Family Courts,1010499,"Kolhapur, Family Court",6,N
1,Maharashtra,42,Maharashtra Family Courts,1010500,"Pune, Family Court",18,N
1,Maharashtra,42,Maharashtra Family Courts,1010513,"Alibag, Family Court",24,N
1,Maharashtra,42,Maharashtra Family Courts,1010516,"Family Court, Buldana",25,N
1,Maharashtra,42,Maharashtra Family Courts,1010523,"Parbhani, Family Court",26,N
1,Maharashtra,42,Maharashtra Family Courts,1010543,"Belapur, Family Court.",27,N
1,Maharashtra,42,Maharashtra Family Courts,1370051,"Beed, Family Court",28,N
1,Maharashtra,42,Maharashtra Family Courts,1370052,"Satara, Family Court",29,N
1,Maharashtra,42,Maharashtra Family Courts,1370053,"Family Court, Sangli.",30,N
1,Maharashtra,42,Maharashtra Family Courts,1370070,Jalna Family Court,31,N
1,Maharashtra,42,Maharashtra Family Courts,1370183,"Yavatmal, Family Court",32,N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010439,"Jalna, Industrial and Labour Court","38,39",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010440,"Chandrapur, Industrial and Labour","13,14",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010441,"Aurangabad, Industrial and Labour","7,8",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010442,"Mahad, Labour Court",33,N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010443,"Akola, Industrial and Labour Court","22,23",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010444,"Satara, Industrial and labour Court","28,29",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010445,"Bhandara, Industrial and Labour","24,25",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010446,"Thane, Industrial and Labour Court","34,35",Y
1,Maharashtra,40,Maharashtra Industrial and Lab,1010447,"Pune, Industrial and Labour","36,37",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010448,"Buldhana, Labour Court",15,N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010449,"Sangli, Industrial and Labour Court","1,2",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010450,"Solapur, Industrial and Labour Ct","30,31",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010451,"Ratnagiri, Labour Court",42,N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010452,Kolhapur Industrial andLabour Court,"18,19",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010453,"Bandra, Industrial and Labour Court","4,5",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010454,"Amravati, Industrial and Labour","16,17",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010455,"Nashik, Indl and Labour Court","6,12",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010456,"Nagpur, Industrial and Labour Court","9,10",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010458,"Ahmednagar, IC and LC","20,21",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010459,"Dhule, Industrial and Labour Court","44,45",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010460,"Jalgaon,Industrial and Labour Court","40,41",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010461,"Wardha, Labour Court",46,N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010462,"Yavatmal, Industrial and Labour","26,27",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010463,"Nanded, Labour Court",43,N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010464,"Latur, Industrial and Labour Court","3,11",N
1,Maharashtra,40,Maharashtra Industrial and Lab,1010465,"Gondia, Labour Court",32,N
1,Maharashtra,43,Maharashtra School Tribunals,1010501,"Amravati, School Tribunal",7,N
1,Maharashtra,43,Maharashtra School Tribunals,1010502,"Aurangabad, School Tribunal",2,N
1,Maharashtra,43,Maharashtra School Tribunals,1010503,"Nashik, School Tribunal",3,N
1,Maharashtra,43,Maharashtra School Tribunals,1010504,"Solapur, School Tribunal",1,N
1,Maharashtra,43,Maharashtra School Tribunals,1010506,"Latur, School Tribunal",6,N
1,Maharashtra,43,Maharashtra School Tribunals,1010507,"Navi Mumbai, School Tribunal",4,N
1,Maharashtra,43,Maharashtra School Tribunals,1010517,"Chandrapur, School Tribunal",8,N
1,Maharashtra,43,Maharashtra School Tribunals,1010518,"Nagpur, School Tribunal",9,N
1,Maharashtra,43,Maharashtra School Tribunals,1010519,"Pune, School Tribunal",10,N
1,Maharashtra,43,Maharashtra School Tribunals,1010520,"Kolhapur, School Tribunal",11,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010466,"Thane, Coop Court",15,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010467,"Satara, Cooperative Court",17,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010469,"Kopargaon, Cooperative Court",18,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010470,"Shrirampur, Cooperative Court",16,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010471,"Solapur, Cooperative Court",4,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010473,"Aurangabad, Cooperative Appellate","1,2",N
1,Maharashtra,41,Mah State Cooperative Appellat,1010474,"Nashik, Judge Cooperative Court",3,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010475,"Amravati, Cooperative Court",6,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010476,"Nagpur, Mah State Coop App Court","9,21",Y
1,Maharashtra,41,Mah State Cooperative Appellat,1010477,"Sangli, Cooperative Court",19,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010478,"Ahmednagar, Cooperative Court",14,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010479,"Mumbai, MH State Coop Court","22,23",N
1,Maharashtra,41,Mah State Cooperative Appellat,1010480,"Jalgaon, Cooperative Court",12,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010481,"Latur, Cooperative Court",13,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010482,"Alibag, Judge, Cooperative Court",7,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010483,"Swarget,Pune, Co Op Appellate Court","11,10",N
1,Maharashtra,41,Mah State Cooperative Appellat,1010484,"Akola, Cooperative Court",20,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010485,"Nanded, Cooperative Court",5,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010486,"Ratnagiri, Cooperative Link Court",8,N
1,Maharashtra,41,Mah State Cooperative Appellat,1010515,"Kolhapur, Cooperative Court",24,N
1,Maharashtra,37,Mumbai City Civil Court,1010431,"Sewree, City Civil Court",5,N
1,Maharashtra,37,Mumbai City Civil Court,1010432,Mumbai City Sessions Court,2,N
1,Maharashtra,37,Mumbai City Civil Court,1010433,"Dindoshi, City Civil Court","3,4",N
1,Maharashtra,37,Mumbai City Civil Court,1010435,"Mumbai, City Civil Court",1,N
1,Maharashtra,23,Mumbai CMM Courts,1010260,"Dongari, Juvenile, MM Court",8,N
1,Maharashtra,23,Mumbai CMM Courts,1010261,"Dadar Bhoiwada, MM Court",15,N
1,Maharashtra,23,Mumbai CMM Courts,1010262,"Borivali, MM Court",5,N
1,Maharashtra,23,Mumbai CMM Courts,1010263,"Bandra, MM Court",2,N
1,Maharashtra,23,Mumbai CMM Courts,1010264,"Ballard Estate Mumbai, MM Court",4,N
1,Maharashtra,23,Mumbai CMM Courts,1010265,"Girgaon, MM Court",3,N
1,Maharashtra,23,Mumbai CMM Courts,1010266,"Dadar Shindewadi, MM Court",11,N
1,Maharashtra,23,Mumbai CMM Courts,1010267,"Andheri, MM Court",6,N
1,Maharashtra,23,Mumbai CMM Courts,1010268,"Sewree, MM Court",10,N
1,Maharashtra,23,Mumbai CMM Courts,1010269,"CST Mumbai, MM Court",7,N
1,Maharashtra,23,Mumbai CMM Courts,1010270,"Vikhroli, MM Court",12,N
1,Maharashtra,23,Mumbai CMM Courts,1010271,"Mumbai Central, MM Court",13,N
1,Maharashtra,23,Mumbai CMM Courts,1010272,"Vile Parle, MM Court",16,N
1,Maharashtra,23,Mumbai CMM Courts,1010273,"Esplanade, CMM Court",1,N
1,Maharashtra,23,Mumbai CMM Courts,1010274,"Mulund, MM Court",14,N
1,Maharashtra,23,Mumbai CMM Courts,1010275,"Kurla, MM Court",9,N
1,Maharashtra,39,Mumbai Motor Accident Claims T,1010438,"Mumbai, MotorAccidentClaimsTribunal","1,2",N
1,Maharashtra,38,Mumbai Small Causes Court,1010436,"Mumbai, Small Causes Court","1,2",Y
1,Maharashtra,38,Mumbai Small Causes Court,1010437,"Bandra, Small Causes Court",3,N
1,Maharashtra,9,Nagpur,1010110,"Hingna, Civil and Criminal Court",15,N
1,Maharashtra,9,Nagpur,1010111,"Bhiwapur, Civil and Criminal Court",14,N
1,Maharashtra,9,Nagpur,1010112,"Mouda, Civil and Criminal Court",16,N
1,Maharashtra,9,Nagpur,1010113,"Kalmeshwar, Civil and Criminal Cour",17,N
1,Maharashtra,9,Nagpur,1010114,"Narkhed, Civil and Criminal Court",13,N
1,Maharashtra,9,Nagpur,1010115,"Katol, Civil and Criminal Court","11,19",N
1,Maharashtra,9,Nagpur,1010116,"Kuhi, Civil and Criminal Court",12,N
1,Maharashtra,9,Nagpur,1010117,"Kamptee, Civil and Criminal Court",10,N
1,Maharashtra,9,Nagpur,1010118,"Paresoni, Civil and Criminal Court",18,N
1,Maharashtra,9,Nagpur,1010119,"Ramtek, Civil and Criminal Court",7,N
1,Maharashtra,9,Nagpur,1010120,"Saoner, Civil and Criminal Court",9,N
1,Maharashtra,9,Nagpur,1010121,"Umrer, Civil and Criminal Court",6,N
1,Maharashtra,9,Nagpur,1010122,"Nagpur, District Sessions Court III","1,3,4,5,8",N
1,Maharashtra,9,Nagpur,1010123,"Nagpur, District and Sessions Court",2,N
1,Maharashtra,15,Nanded,1010176,"Mahoor, Civil and Criminal Court",25,N
1,Maharashtra,15,Nanded,1010177,"Bhokar, Civil and Criminal Court","19,20,22",N
1,Maharashtra,15,Nanded,1010178,"Nanded, District and Sessions Court","1,2,3,4",N
1,Maharashtra,15,Nanded,1010179,"Ardhapur, Civil and Criminal Court",21,N
1,Maharashtra,15,Nanded,1010180,"Umri, Civil and Criminal Court",27,N
1,Maharashtra,15,Nanded,1010181,"Hadgaon, Civil and Criminal Court",14,N
1,Maharashtra,15,Nanded,1010182,"Biloli, District and Sessions Court","16,17",N
1,Maharashtra,15,Nanded,1010183,"Loha, CJJD and JMFC Court",5,N
1,Maharashtra,15,Nanded,1010184,"Degloor, Civil and Criminal Court",12,N
1,Maharashtra,15,Nanded,1010185,"Mudkhed, Civil and Criminal Court",26,N
1,Maharashtra,15,Nanded,1010186,"Kandhar,District and Sessions Court","6,7,8",N
1,Maharashtra,15,Nanded,1010187,"Himayatnagar, Civil and Cri Court",10,N
1,Maharashtra,15,Nanded,1010188,"Kinwat, Civil and Criminal Court",13,N
1,Maharashtra,15,Nanded,1010189,"Dharmabad, Civil and Criminal Court",18,N
1,Maharashtra,15,Nanded,1010190,"Naigaon Bazar, Civil and Cri Court",11,N
1,Maharashtra,15,Nanded,1010191,"Mukhed, Civil and Criminal Court","15,23,24",N
1,Maharashtra,1,Nandurbar,1010035,"Nandurbar, Dist and Session Court","1,2,3",N
1,Maharashtra,1,Nandurbar,1010036,"Shahada, District and Session Court","5,6,7",N
1,Maharashtra,1,Nandurbar,1010037,"Taloda, Civil and Criminal Court",4,N
1,Maharashtra,1,Nandurbar,1010038,"Akkalkuwa, Civil and Criminal Court",9,N
1,Maharashtra,1,Nandurbar,1010039,"Nawapur, Civil and Criminal Court",8,N
1,Maharashtra,1,Nandurbar,1010040,"Dhadgaon, Civil and Criminal Court",10,N
1,Maharashtra,20,Nashik,1010230,"Igatpuri, Civil and Criminal Court","8,27",N
1,Maharashtra,20,Nashik,1010231,"Pimpalgaon Bs, Civ and Cri Ct",21,N
1,Maharashtra,20,Nashik,1010232,"Chandwad, Civil and Criminal Court",18,N
1,Maharashtra,20,Nashik,1010233,"Sinnar, Civil and Criminal Court","19,26",N
1,Maharashtra,20,Nashik,1010234,"Yeola, Civil and Criminal Court",6,N
1,Maharashtra,20,Nashik,1010235,"Satana, Civil and Criminal Court",14,N
1,Maharashtra,20,Nashik,1010237,"Kalwan, Civil and Criminal Court","11,23",N
1,Maharashtra,20,Nashik,1010238,"Manmad, Civil and Criminal Court",12,N
1,Maharashtra,20,Nashik,1010239,"Nandgaon, Civil and Criminal Court",20,N
1,Maharashtra,20,Nashik,1010240,"Manmad, Judicial Magistrate Railway",13,N
1,Maharashtra,20,Nashik,1010241,"Malegaon, Dist and Sessions Ct","9,10",N
1,Maharashtra,20,Nashik,1010243,"Niphad, Dist Judge and ASJ","7,16",N
1,Maharashtra,20,Nashik,1010244,"Dindori, Civil and Criminal Court","5,17",N
1,Maharashtra,20,Nashik,1010245,"Nashik, District and Sessions Court","1,2,3,4,24,28",N
1,Maharashtra,20,Nashik,1010529,"Yeola, Additional District Court",25,N
1,Maharashtra,20,Nashik,1370033,"Nashik Road, Additional District Court","15,22,29,30",N
1,Maharashtra,29,Osmanabad,1010343,"Tuljapur,  Civil and Criminal Court",10,N
1,Maharashtra,29,Osmanabad,1010344,"Washi,  Civil and Criminal Court",11,N
1,Maharashtra,29,Osmanabad,1010345,"Omerga, District and Sessions Court","6,7,8",N
1,Maharashtra,29,Osmanabad,1010346,"Lohara, Civil and Criminal Court",13,N
1,Maharashtra,29,Osmanabad,1010347,"Kallam, Civil and Criminal Court",5,N
1,Maharashtra,29,Osmanabad,1010348,"Bhoom, District and Sessions Court","4,14,15",N
1,Maharashtra,29,Osmanabad,1010349,"Osmanabad, Dist and Sessions Court","1,2,3",N
1,Maharashtra,29,Osmanabad,1010350,"Paranda, Civil and Criminal Court","9,12,18",N
1,Maharashtra,29,Osmanabad,1010526,"Kallam, ADJ Court",16,N
1,Maharashtra,29,Osmanabad,1010527,"Kallam, Civil Judge Sr. Div.",17,N
1,Maharashtra,29,Osmanabad,1370032,"Civil Judge Senior Division, Tuljapur",19,N
1,Maharashtra,17,Parbhani,1010192,"Pathri, Civil and Criminal Court",15,N
1,Maharashtra,17,Parbhani,1010193,"Manwat, Civil and Criminal Court",19,N
1,Maharashtra,17,Parbhani,1010195,"Gangakhed, Civil and Criminal Court","7,8,9",N
1,Maharashtra,17,Parbhani,1010198,"Palam, Civil and Criminal Court",20,N
1,Maharashtra,17,Parbhani,1010199,"Selu, Civil and Criminal Court",17,N
1,Maharashtra,17,Parbhani,1010200,"Purna, Civil and Criminal Court",16,N
1,Maharashtra,17,Parbhani,1010201,"Sonpeth, Civil and Criminal Court",22,N
1,Maharashtra,17,Parbhani,1010202,"Jintur, Civil and Criminal Court",13,N
1,Maharashtra,17,Parbhani,1010203,"Parbhani, Dist and Sessions Court","1,2,3",N
1,Maharashtra,25,Pune,1010288,"Khed, Civil Court","15,24,25",N
1,Maharashtra,25,Pune,1010289,"Khadki, Criminal Court",12,N
1,Maharashtra,25,Pune,1010290,"Shirur, Civil Court",20,N
1,Maharashtra,25,Pune,1010291,"Pune, JMFC, Railway Court",10,N
1,Maharashtra,25,Pune,1010292,"Daund, Railway Criminal Court",9,N
1,Maharashtra,25,Pune,1010293,"Baramati, Dist and Session Court","4,26,27",N
1,Maharashtra,25,Pune,1010294,"Junner, Additional District Court","14,33,34",N
1,Maharashtra,25,Pune,1010295,"Saswad, Civil Court",7,N
1,Maharashtra,25,Pune,1010296,"Ghodegaon, Civil Court",13,N
