state_code,state_name,district_code,district_name,complex_code,complex_name,court_numbers,flag
28,Andaman and Nicobar,1,Port Blair,1280004,PORT BLAIR COURT COMPLEX,"2,3,4,5",N
2,Andhra Pradesh,2,Ananthapur,1020002,"Court of Senior Civil Judge,, Penukonda (Taluka)","11,12",N
2,Andhra Pradesh,2,Ananthapur,1020003,"II Addl. District Court, Hindupur (Taluka)","16,17,19",N
2,Andhra Pradesh,2,Ananthapur,1020004,"Court of Junior Civil Judge,, Guntakal (Taluka)",20,N
2,Andhra Pradesh,2,Ananthapur,1020005,"Court of Junior Civil Judge,, Uravakonda (Taluka)",6,N
2,Andhra Pradesh,2,Ananthapur,1020006,"Junior Civil Court, Puttaparthy",27,N
2,Andhra Pradesh,2,Ananthapur,1020007,"Court of Senior Civil Judge,, Dharmavaram (Taluka)","14,15",N
2,Andhra Pradesh,2,Ananthapur,1020008,"Court of Senior Civil Judge,, Kadiri (Taluka)","21,22",N
2,Andhra Pradesh,2,Ananthapur,1020009,"Court of Spl. Judl. Magistrate of I Class for Railways, Guntakal (Taluka)",8,N
2,Andhra Pradesh,2,Ananthapur,1020010,"Court of Junior Civil Judge,, Kalyandurg (Taluka)",13,N
2,Andhra Pradesh,2,Ananthapur,1020011,"Court of Junior Civil Judge,, Madakasira (Taluka)",10,N
2,Andhra Pradesh,2,Ananthapur,1020012,"VI Addl. District Judge (FTC) Anantapur at Gooty, Gooty (Taluka)","24,25,26",N
2,Andhra Pradesh,2,Ananthapur,1020013,"Prl. District & Sessions Court, ANANTHAPURAMU (District)","3,2,1,4,5",N
2,Andhra Pradesh,2,Ananthapur,1020014,"Court of Junior Civil Judge,, Rayadurg (Taluka)",9,N
2,Andhra Pradesh,2,Ananthapur,1020015,"Court of Junior Civil Judge,, Tadipatri (Taluka)",7,N
2,Andhra Pradesh,2,Ananthapur,1370109,"POCSO COURT COMPLEX, ANATHAPUR",28,N
2,Andhra Pradesh,3,Chittoor,1020016,"Court of Senior Civil Judge,, Punganur (Taluka)",14,N
2,Andhra Pradesh,3,Chittoor,1020017,"Court of Senior Civil Judge,, Puttur (Taluka)","10,11",N
2,Andhra Pradesh,3,Chittoor,1020018,"III Addl. District Court,, Tirupathi (Taluka)","7,6,5",N
2,Andhra Pradesh,3,Chittoor,1020019,II Addl District Court Madanapalle,"18,19,20",N
2,Andhra Pradesh,3,Chittoor,1020021,"Court of Junior Civil Judge,, Pakala (Taluka)",17,N
2,Andhra Pradesh,3,Chittoor,1020022,"Court of Junior Civil Judge,, Kuppam (Taluka)",15,N
2,Andhra Pradesh,3,Chittoor,1020023,Court of Senior Civil Judge Piler,"24,25",N
2,Andhra Pradesh,3,Chittoor,1020024,"Court of Senior Civil Judge,, Srikalahasti (Taluka)","26,27,29",N
2,Andhra Pradesh,3,Chittoor,1020025,"Prl District Courts, Chittoor","1,3,4,30",N
2,Andhra Pradesh,3,Chittoor,1020027,"Court of Junior Civil Judge,, Vayalpadu (Taluka)",16,N
2,Andhra Pradesh,3,Chittoor,1020028,"Court of Junior Civil Judge,, Nagari (Taluka)",8,N
2,Andhra Pradesh,3,Chittoor,1020030,"Court of Junior Civil Judge,, Satyavedu (Taluka)",21,N
2,Andhra Pradesh,3,Chittoor,1020031,"Court of Junior Civil Judge,, Palamaner (Taluka)",9,N
2,Andhra Pradesh,3,Chittoor,1020032,"XI Additional District Court, Piler",23,N
2,Andhra Pradesh,3,Chittoor,1020033,"Court of Junior Civil Judge,, Thamballapalle (Taluka)",12,N
2,Andhra Pradesh,3,Chittoor,1020034,"Senior Civil Court, Palamaner",22,N
2,Andhra Pradesh,3,Chittoor,1020035,"VI Junior Civil Court, Tirupathi",28,N
2,Andhra Pradesh,3,Chittoor,1020036,"Court of Prl. Junior Civil Judge,, Punganur (Taluka)",13,N
2,Andhra Pradesh,4,East Godavari,1020038,"PDJ Court Complex ,Rajahmundry","1,2",N
2,Andhra Pradesh,4,East Godavari,1020039,JFCM Addateegala,32,N
2,Andhra Pradesh,4,East Godavari,1020040,III Addl District Court Kakinada,"3,4,5,38",N
2,Andhra Pradesh,4,East Godavari,1020041,II Addl District Court Amalapuram,"6,7,8",N
2,Andhra Pradesh,4,East Godavari,1020042,"Court of Senior Civil Judge,, Razole (Taluka)","16,17",N
2,Andhra Pradesh,4,East Godavari,1020043,"Senior Civil Courts,  Pithapuram","20,21,22",N
2,Andhra Pradesh,4,East Godavari,1020044,III AJFCM Rajamahendravaram,"31,36",N
2,Andhra Pradesh,4,East Godavari,1020047,"Court of Senior Civil Judge, Ramachandrapuram","23,25,37",N
2,Andhra Pradesh,4,East Godavari,1020048,"Court of Senior Civil Judge,, Peddapuram (Taluka)","18,19,34",N
2,Andhra Pradesh,4,East Godavari,1020049,"Court of Prl. Junior Civil Judge,, Kothapet (Taluka)","9,10",N
2,Andhra Pradesh,4,East Godavari,1020050,"Court of Junior Civil Judge,, Tuni (Taluka)",15,N
2,Andhra Pradesh,4,East Godavari,1020051,"Court of Junior Civil Judge,, Mummidivaram (Taluka)",13,N
2,Andhra Pradesh,4,East Godavari,1020052,"Court of Junior Civil Judge, Anaparthy (Taluka)",12,N
2,Andhra Pradesh,4,East Godavari,1020053,"Court of Junior Civil Judge,, Alamuru (Taluka)",11,N
2,Andhra Pradesh,4,East Godavari,1020054,"Court of Judicial Magistrate of First Class, Rampachodavaram (Taluka)",14,N
2,Andhra Pradesh,4,East Godavari,1020055,Spl JFCM Kakinada,33,N
2,Andhra Pradesh,4,East Godavari,1020056,"Court of Addl. Junior Civil Judge (new), Tuni (Taluka)",27,N
2,Andhra Pradesh,4,East Godavari,1020057,"Munsif Magistrate Courts,Rajamundry",29,N
2,Andhra Pradesh,4,East Godavari,1020058,"Junior Civil Courts, Prathipadu","26,28",N
2,Andhra Pradesh,4,East Godavari,1020203,ACB Court at Rajamahedravaram,35,N
2,Andhra Pradesh,5,Guntur,1020059,"Court of Junior Civil Judge, Piduguralla (Taluka)",10,N
2,Andhra Pradesh,5,Guntur,1020060,"II Addl JCJ Court, Sattenapalli","37,38",N
2,Andhra Pradesh,5,Guntur,1020061,X Addl District Court Narasaraopet,"7,8,9,23",N
2,Andhra Pradesh,5,Guntur,1020062,"Court of Senior Civil Judge, Mangalagiri (Taluka)","24,33,34",N
2,Andhra Pradesh,5,Guntur,1020063,"Court of Addl. Junior Civil Judge, (Formerly II AJCJ, Bapatla), Chilakaluripet (Taluka)",31,N
2,Andhra Pradesh,5,Guntur,1020064,"PDJ Court Complex, Guntur","1,2,3,4,5,45",N
2,Andhra Pradesh,5,Guntur,1020065,"Court of Senior Civil Judge,, Bapatla (Taluka)","28,29,43,44",N
2,Andhra Pradesh,5,Guntur,1020066,"Court of Senior Civil Judge,, Gurazala (Taluka)","26,32,35,36",N
2,Andhra Pradesh,5,Guntur,1020067,"Junior Civil Courts, Macherla",27,N
2,Andhra Pradesh,5,Guntur,1020068,"Court of Prl. Junior Civil Judge,, Sattenapalli (Taluka)","15,42",N
2,Andhra Pradesh,5,Guntur,1020069,"XI Addl. District Court (FTC), Tenali (Taluka)","17,18,19",N
2,Andhra Pradesh,5,Guntur,1020070,Spl JFCM for Railways Guntur,39,N
2,Andhra Pradesh,5,Guntur,1020071,"Court of II Addl. Junior Civil Judge, Tenali (Taluka)",21,N
2,Andhra Pradesh,5,Guntur,1020072,"Court of Senior Civil Judge, Repalle (Taluka)","12,13,14",N
2,Andhra Pradesh,5,Guntur,1020073,"Court of Addl. Junior Civil Judge,, Ponnur (Taluka)",41,N
2,Andhra Pradesh,5,Guntur,1020074,"Court of Prl. Junior Civil Judge,, Ponnur (Taluka)",11,N
2,Andhra Pradesh,5,Guntur,1020075,"Court of Prl. Junior Civil Judge,, Chilakaluripet (Taluka)",25,N
2,Andhra Pradesh,5,Guntur,1020076,"Court of Junior Civil Judge, Vinukonda (Taluka)",22,N
2,Andhra Pradesh,7,Kadapa,1020077,"Court of Junior Civil Judge, Lakkireddipalli (Taluka)",19,N
2,Andhra Pradesh,7,Kadapa,1020078,"Court of Junior Civil Judge, Sidhout (Taluka)",13,N
2,Andhra Pradesh,7,Kadapa,1020079,"Court of Junior Civil Judge, Nandalur (Taluka)",12,N
2,Andhra Pradesh,7,Kadapa,1020080,District Court Complex Kadapa,"1,3,4,30,32",N
2,Andhra Pradesh,7,Kadapa,1020081,Addl SCJ Court Complex Badvel,"21,22",N
2,Andhra Pradesh,7,Kadapa,1020082,III Add Dist Court Complex Rajampet,"27,28,29",N
2,Andhra Pradesh,7,Kadapa,1020083,"Court of Junior Civil Judge, Kamalapuram (Taluka)",11,N
2,Andhra Pradesh,7,Kadapa,1020084,"Court of Junior Civil Judge, Jammalamadugu (Taluka)",20,N
2,Andhra Pradesh,7,Kadapa,1020085,"Junior Civil Judge Court, Mydukur",31,N
2,Andhra Pradesh,7,Kadapa,1020086,"II Additional District Judge Court, Proddatur (Taluka)","15,16,17,26",N
2,Andhra Pradesh,7,Kadapa,1020087,"Court of Junior Civil Judge, Railway Kodur (Taluka)",10,N
2,Andhra Pradesh,7,Kadapa,1020088,V Addl Dist Court Complex Rayachoty,"7,8,14",N
2,Andhra Pradesh,7,Kadapa,1020089,Junior Civil Judge Pulivendula,18,N
2,Andhra Pradesh,11,Krishna,1020106,"Junior Civil Courts, Vuyyuru",27,N
2,Andhra Pradesh,11,Krishna,1020107,Prl  JCJ Court Gannavaram,22,N
2,Andhra Pradesh,11,Krishna,1020108,II Addl DJ Court Vijayawada,"1,3,4,5,35,36,38,39,41",N
2,Andhra Pradesh,11,Krishna,1020109,Addl Junior Civil Court Gannavaram,31,N
2,Andhra Pradesh,11,Krishna,1020110,"JCJ Court Complex,Movva",32,N
2,Andhra Pradesh,11,Krishna,1020111,"II Metropolitan Magistrate, Vijayawada (Taluka)",14,N
2,Andhra Pradesh,11,Krishna,1020112,Junior Civil Courts Mylavaram,30,N
2,Andhra Pradesh,11,Krishna,1020113,"III Metropolitan Magistrate, Vijayawada (Taluka)",15,N
2,Andhra Pradesh,11,Krishna,1020114,"I Metropolitan Magistrate, Vijayawada (Taluka)",13,N
2,Andhra Pradesh,11,Krishna,1020115,Junior Civil Courts  Kaikaluru,29,N
2,Andhra Pradesh,11,Krishna,1020116,XV-ADJ Court Complex Nuzvid,"18,23,24",N
2,Andhra Pradesh,11,Krishna,1020117,"Senior Civil Judge Court, Nandigama (Taluka)","11,12",N
2,Andhra Pradesh,11,Krishna,1020118,"Prl District Courts, Machilipatnam","6,7,8,37",N
2,Andhra Pradesh,11,Krishna,1020119,"Senior Civil Judge Court, Avanigadda","25,26,40",N
2,Andhra Pradesh,11,Krishna,1020120,"Prl. Junior Civil Judge Court, Tiruvur",16,N
2,Andhra Pradesh,11,Krishna,1020121,"Junior Civil Judge Court, Bantumilli (Taluka)",17,N
2,Andhra Pradesh,11,Krishna,1020122,"Prl. Junior Civil Judge Court, Jaggaiahpet",10,N
2,Andhra Pradesh,11,Krishna,1020123,XI-ADJ Court Complex Gudivada,"19,20,21",N
2,Andhra Pradesh,11,Krishna,1020124,"XVI Addl District Courts, Nandigama",28,N
2,Andhra Pradesh,11,Krishna,1020200,Senior Civil Judges Court Kaikaluru,33,N
2,Andhra Pradesh,11,Krishna,1020202,Senior Civil Judge Court Gannavaram,34,N
2,Andhra Pradesh,10,Kurnool,1020090,"V Add District Complex, Allagadda","20,21,30",N
2,Andhra Pradesh,10,Kurnool,1020091,Prl JCJ  Court Dhone,11,N
2,Andhra Pradesh,10,Kurnool,1020092,"II Additional JCJ Court, Adoni",28,N
2,Andhra Pradesh,10,Kurnool,1020093,"PDJ Court Complex, Kurnool","1,2,3",N
2,Andhra Pradesh,10,Kurnool,1020094,"Senior Civil Judge`s Court, Atmakur (Taluka)","13,14",N
2,Andhra Pradesh,10,Kurnool,1020095,"Senior Civil Judge`s Court, Nandikotkur (Taluka)","25,26",N
2,Andhra Pradesh,10,Kurnool,1020098,"PJCJ Court Complex, Kurnool","5,29,31,32",N
2,Andhra Pradesh,10,Kurnool,1020099,"Junior Civil Judge`s Court, Pattikonda (Taluka)",9,N
2,Andhra Pradesh,10,Kurnool,1020100,II Addl District Court Adoni,"6,7,8",N
2,Andhra Pradesh,10,Kurnool,1020101,"Junior Civil Judge`s Court, Yemmiganur (Taluka)",12,N
2,Andhra Pradesh,10,Kurnool,1020102,"Junior Civil Judge`s Court, Banaganapalli (Taluka)",27,N
2,Andhra Pradesh,10,Kurnool,1020103,"Junior Civil Judge`s Court, Koilkuntla (Taluka)",19,N
2,Andhra Pradesh,10,Kurnool,1020104,"Junior Civil Judge`s Court, Alur (Taluka)",10,N
2,Andhra Pradesh,10,Kurnool,1020105,"III Addl District Complex, Nandyal","15,16,18",N
2,Andhra Pradesh,10,Kurnool,1370187,"Senior Civil Judge Court Complex, Dhone",33,N
2,Andhra Pradesh,15,Nellore,1020125,"Junior Civil Judge`s Court, Venkatagiri (Taluka)",19,N
2,Andhra Pradesh,15,Nellore,1020126,"Prl.Junior Civil Judge`s Court, Kavali (Taluka)",15,N
2,Andhra Pradesh,15,Nellore,1020127,"Principal District and Sessions Court, Nellore","1,2,3,4,20,21",N
2,Andhra Pradesh,15,Nellore,1020128,Addl Dist Court Complex Gudur,"9,10,13",N
2,Andhra Pradesh,15,Nellore,1020129,"Senior Civil Judge`s Court, Kovur (Taluka)","11,12",N
2,Andhra Pradesh,15,Nellore,1020130,"Senior Civil Judge`s Court, Kavali (Taluka)",16,N
2,Andhra Pradesh,15,Nellore,1020131,"Junior Civil Judge`s Court, Udayagiri (Taluka)",14,N
2,Andhra Pradesh,15,Nellore,1020132,Junior Civil Judges Court Sullurpet,5,N
2,Andhra Pradesh,15,Nellore,1020133,"Junior Civil Judge`s Court, Kota (Taluka)",7,N
2,Andhra Pradesh,15,Nellore,1020134,"Junior Civil Judge`s Court, Atmakur (Taluka)",6,N
2,Andhra Pradesh,15,Nellore,1020135,"JMFC for Railways, Nellore (District)",17,N
2,Andhra Pradesh,15,Nellore,1020136,JCJ Naidupeta,18,N
2,Andhra Pradesh,15,Nellore,1370184,"Senior Civil Judge Court Complex, Atmakur",22,N
2,Andhra Pradesh,17,Prakasham,1020137,"Junior Civil Judge's Court, Podili (Taluka)",11,N
2,Andhra Pradesh,17,Prakasham,1020138,"Junior Civil Judge's Court, Kanigiri (Taluka)",5,N
2,Andhra Pradesh,17,Prakasham,1020139,Prl District Court  Ongole,"1,2,3,4,28,29",N
2,Andhra Pradesh,17,Prakasham,1020141,"Senior Civil Judge, Darsi (Taluka)","12,13",N
2,Andhra Pradesh,17,Prakasham,1020142,"Senior Civil Judge, Parchur (Taluka)","17,18",N
2,Andhra Pradesh,17,Prakasham,1020143,"JCJ Court Complex, Giddalur",27,N
2,Andhra Pradesh,17,Prakasham,1020144,"Senior Civil Judge, Chirala (Taluka)","19,20,21",N
2,Andhra Pradesh,17,Prakasham,1020145,"SCJ Court Complex, Kandukur","25,26",N
2,Andhra Pradesh,17,Prakasham,1020146,"Senior Civil Judge, Addanki (Taluka)","6,7",N
2,Andhra Pradesh,17,Prakasham,1020147,"VI Addl District Court, Markapur","22,23,24",N
2,Andhra Pradesh,19,Srikakulam,1020148,"Court of Junior Civil Judge,, Palasa (Taluka)",21,N
2,Andhra Pradesh,19,Srikakulam,1020149,"Court of Senior Civil Judge,, Rajam (Taluka)",10,N
2,Andhra Pradesh,19,Srikakulam,1020150,"Prl. District and Sessions Court, Srikakulam","1,3,4,5,28",N
2,Andhra Pradesh,19,Srikakulam,1020151,"Court of Senior Civil Judge,Tekkali","22,27",N
2,Andhra Pradesh,19,Srikakulam,1020153,VI Addl District Court Sompeta,"9,12,13",N
2,Andhra Pradesh,19,Srikakulam,1020154,"Court of Junior Civil Judge,, Amadalavalasa (Taluka)",15,N
2,Andhra Pradesh,19,Srikakulam,1020155,"Court of Junior Civil Judge,, Ichapuram (Taluka)",20,N
2,Andhra Pradesh,19,Srikakulam,1020156,"Court of Junior Civil Judge,, Kotabommali (Taluka)",19,N
2,Andhra Pradesh,19,Srikakulam,1020157,"Junior Civil Judge Court, Ponduru",23,N
2,Andhra Pradesh,19,Srikakulam,1020158,Junior Civil Judge Court Palakonda,25,N
2,Andhra Pradesh,19,Srikakulam,1020159,"Junior Civil Judge Court,kothuru",26,N
2,Andhra Pradesh,19,Srikakulam,1020160,"JCJ Court, Narasannapeta",16,N
2,Andhra Pradesh,19,Srikakulam,1020161,"JCJ Court, Pathapatnam",24,N
2,Andhra Pradesh,20,Visakapatnam,1020162,"Court of Judicial Magistrate of First Class, Araku (Taluka)",18,N
2,Andhra Pradesh,20,Visakapatnam,1020163,X Addl District Court Anakapalle,"6,7,8,30",N
2,Andhra Pradesh,20,Visakapatnam,1020165,"Senior Civil Court Complex, Narsipatnam","27,28,31",N
2,Andhra Pradesh,20,Visakapatnam,1020166,IIMM Railways VSKP,21,N
2,Andhra Pradesh,20,Visakapatnam,1020167,"Court of Judicial Magistrate of First Class, Chintapalli (Taluka)",14,N
2,Andhra Pradesh,20,Visakapatnam,1020168,"Prl District Court Complex, Visakhapatnam","1,2,3,4,5,16,29",N
2,Andhra Pradesh,20,Visakapatnam,1020169,"CBI Court, Visakhapatnam","22,29",N
2,Andhra Pradesh,20,Visakapatnam,1020170,"Court of Judicial Magistrate of First Class, Paderu (Taluka)",15,N
2,Andhra Pradesh,20,Visakapatnam,1020171,"Court of Junior Civil Judge,, Madugula (Taluka)",23,N
2,Andhra Pradesh,20,Visakapatnam,1020172,Senior Civil Judge Chodavaram,"24,25,26",N
2,Andhra Pradesh,20,Visakapatnam,1020173,"Court of Senior Civil Judge,, Yellamanchili (Taluka)","19,20",N
2,Andhra Pradesh,20,Visakapatnam,1020174,Gajuwaka Court Complex Gajuwaka,"10,11,12,13",N
2,Andhra Pradesh,20,Visakapatnam,1020175,JCJ Bheemunipatnam,"9,17",N
2,Andhra Pradesh,21,Vizianagaram,1020176,"Court of Judicial Magistrate of First Class, Kurupam (Taluka)",14,N
2,Andhra Pradesh,21,Vizianagaram,1020177,"Court of Junior Civil Judge,, Cheepurupalli (Taluka)",7,N
2,Andhra Pradesh,21,Vizianagaram,1020178,"Court of Senior Civil Judge,, Bobbili (Taluka)","12,13",N
2,Andhra Pradesh,21,Vizianagaram,1020179,"Court of Junior Civil Judge,, Srungavarapukota (Taluka)",8,N
2,Andhra Pradesh,21,Vizianagaram,1020180,"Court of Junior Civil Judge,, GajapathiNogaram (Taluka)",6,N
2,Andhra Pradesh,21,Vizianagaram,1020181,"Court of Junior Civil Judge,, Kothavalasa (Taluka)",5,N
2,Andhra Pradesh,21,Vizianagaram,1020182,"Court of Junior Civil Judge,, Salur (Taluka)",9,N
2,Andhra Pradesh,21,Vizianagaram,1020183,"II Additional District Court,PVP","15,16,17",N
2,Andhra Pradesh,21,Vizianagaram,1020184,PDJ Court VIZIANAGARAM,"1,2,3,4,18,19",N
2,Andhra Pradesh,23,West Godavari,1020185,XI ADJ Court Complex Tadepalligudem,"9,10,29",N
2,Andhra Pradesh,23,West Godavari,1020186,"IV ADJ Court Complex, Tanuku","23,24,25",N
2,Andhra Pradesh,23,West Godavari,1020187,"JCJ Court, Chintalapudi",19,N
2,Andhra Pradesh,23,West Godavari,1020188,PDJ Court Complex  Eluru,"1,2,3,4,5",N
2,Andhra Pradesh,23,West Godavari,1020189,"Junior Civil Courts, Nidadavole",27,N
2,Andhra Pradesh,23,West Godavari,1020190,Junior Civil Courts Jangareddigudem,28,N
2,Andhra Pradesh,23,West Godavari,1020191,"Junior Civil Court, Bhimadole",26,N
2,Andhra Pradesh,23,West Godavari,1020192,"III ADJ Court Complex, Bhimavaram","6,7,8",N
2,Andhra Pradesh,23,West Godavari,1020193,"II AJFCM Court, Bhimavaram",12,N
2,Andhra Pradesh,23,West Godavari,1020194,SCJ Court Complex Kovvur,"20,21,22",N
2,Andhra Pradesh,23,West Godavari,1020195,"I AJCJ Court, Bhimavaram",11,N
2,Andhra Pradesh,23,West Godavari,1020196,"X ADJ Court Complex, Narsapur","13,14,15,16",N
2,Andhra Pradesh,23,West Godavari,1020197,"JCJ Court Complex, Palakol","17,18",N
2,Andhra Pradesh,23,West Godavari,1370113,"Pocso Court Complex, Eluru",30,N
2,Andhra Pradesh,23,West Godavari,1370149,"Pocso Court Complex, Bhimavaram",31,N
36,Arunachal Pradesh,13,East Kameng,1360016,"CJM-cum-Civil Court, Seppa",1,N
36,Arunachal Pradesh,6,East Siang,1360006,"District and Session Courts, Pasighat",1,N
36,Arunachal Pradesh,11,Leparada,1360013,"A/District and Sessions Court,Basar",1,N
36,Arunachal Pradesh,1,Lohit,1360001,"District and Sessions Court, Tezu",1,N
36,Arunachal Pradesh,10,Lower Dibang Valley,1360012,"CJM-cum-Civil Court, Roing",1,N
36,Arunachal Pradesh,8,Lower Subansiri,1360008,"District and Sessions Court, Ziro",1,N
36,Arunachal Pradesh,8,Lower Subansiri,1360015,"CJM-cum-Civil Court, Ziro",1,N
36,Arunachal Pradesh,3,Papum Pare,1360003,"District and Sessions Court, Yupia",1,N
36,Arunachal Pradesh,3,Papum Pare,1360010,"CJM-cum-Civil Court, Yupia",2,N
36,Arunachal Pradesh,3,Papum Pare,1360011,"JMFC-cum-Civil Court, Yupia",3,N
36,Arunachal Pradesh,12,Tawang,1360014,"JMFC-cum-Civil Court, Tawang",1,N
36,Arunachal Pradesh,9,Tirap,1360022,"JMFC-cum-Civil Court, Khonsa",1,N
36,Arunachal Pradesh,5,Upper Siang,1360019,"JMFC-cum-Civil Court, Yingkiong",1,N
36,Arunachal Pradesh,2,Upper Subansiri,1360018,"JMFC-cum-Civil Court, Daporijo",1,N
36,Arunachal Pradesh,4,West Kameng,1360004,"District and Sessions Court,Bomdila",2,N
36,Arunachal Pradesh,7,West Siang,1360020,"CJM cum Civil Court, Aalo",1,N
6,Assam,32,Bajali,1060085,District Court Complex,"1,2,3,4",Y
6,Assam,27,Baksa,1060074,District Court Complex,"1,2,3,4",Y
6,Assam,20,Barpeta,1060061,District Judge's Court Complex,"1,2,4,5",Y
6,Assam,20,Barpeta,1060062,CJM Complex,3,N
6,Assam,20,Barpeta,1060083,Family Court,9,N
6,Assam,33,Biswanath,1060086,District Court Complex,"1,2,3,6",Y
6,Assam,33,Biswanath,1060087,"SDJM Court Complex,Gohpur","4,5",Y
6,Assam,9,Bongaigaon,1060033,"SDJM (M) Court Complex, Abhayapuri","10,11,12",Y
6,Assam,9,Bongaigaon,1060034,District Court Complex,"3,5,6,7,8",Y
6,Assam,13,Cachar,1060043,Industrial Tribunal,6,N
6,Assam,13,Cachar,1060044,Family Court,8,N
6,Assam,13,Cachar,1060045,SDJM Lakhipur,7,N
6,Assam,13,Cachar,1060046,District Court Complex,"1,2,3,4,5",Y
6,Assam,29,Charaideo,1060076,District Court Complex,"1,2,3,4",Y
6,Assam,25,Chirang,1060071,"SDJM Court Complex, Bijni","4,5,6",N
6,Assam,25,Chirang,1060072,District Court Complex Chirang,"1,2,3,7",N
6,Assam,8,Darrang,1060032,District Court Complex,"2,3,4,5",N
6,Assam,17,Dhemaji,1060054,District Court Complex,"1,2,3,6",N
6,Assam,17,Dhemaji,1060055,"SDJM (M) Court Complex, Jonai","4,5",N
6,Assam,16,Dhubri,1060051,Family Court Complex,11,Y
6,Assam,16,Dhubri,1060052,District Court Complex,"1,2,3,4,5",Y
6,Assam,16,Dhubri,1060053,"SDJM (M) Court Complex, Bilasipara","6,7,8",Y
6,Assam,7,Dibrugarh,1060029,Industrial Tribunal Dibrugarh,8,Y
6,Assam,7,Dibrugarh,1060030,District Court Complex,"2,3,4,5,6",Y
6,Assam,7,Dibrugarh,1060031,Labour Court,7,N
6,Assam,7,Dibrugarh,1060082,"SDJM Court Complex, Naharkatia","9,10",Y
6,Assam,28,Dima Hasao,1060075,District Court Complex,"1,2,3,4",N
6,Assam,18,Goalpara,1060056,District Court Complex,"1,2,3,4",N
6,Assam,19,Golaghat,1060057,"SDJM Court Complex , Bokakhat","6,7",N
6,Assam,19,Golaghat,1060058,"SDJM Court Complex, Dhansiri, Sarupathar","8,9",N
6,Assam,19,Golaghat,1060059,District Court Complex,"1,2,3,4,5",N
6,Assam,21,Hailakandi,1060063,District Court Complex,"1,2,3,4",N
6,Assam,30,Hojai,1060077,District Court Complex,"1,2,3,4",Y
6,Assam,11,Jorhat,1060039,District Court Complex,"2,3,4,5,6",Y
6,Assam,11,Jorhat,1060040,"SDJM Court Complex, Titabar","8,9",Y
6,Assam,23,Kamrup,1060066,JMFC Court Complex Hajo,8,Y
6,Assam,23,Kamrup,1060067,"District Sessions Judge, Amingaon","2,3,4,5,9",Y
6,Assam,23,Kamrup,1060068,"SDJM  Court Complex, Rangia","1,6,7",N
6,Assam,1,Kamrup Metro,1060008,MAC Tribunal,10,N
6,Assam,1,Kamrup Metro,1060009,Railway Magistrate Court Complex,13,N
6,Assam,1,Kamrup Metro,1060010,Family Court,15,Y
6,Assam,1,Kamrup Metro,1060011,Chief Judicial Magistrate's Complex,8,N
6,Assam,1,Kamrup Metro,1060012,Industrial Tribunal,11,N
6,Assam,1,Kamrup Metro,1060013,District Judge's Court Complex,"4,5,6,7",N
6,Assam,1,Kamrup Metro,1060014,"Additional CBI Court, Chandmari",14,N
6,Assam,1,Kamrup Metro,1060015,Labour Court,9,N
6,Assam,1,Kamrup Metro,1060081,MACT No 2 and 3,12,N
6,Assam,26,Karbi Anglong,1060073,District Court Complex,"1,2,3,4",N
6,Assam,26,Karbi Anglong,1060080,"SDJM Court Complex, Bokajan",5,Y
6,Assam,22,Kokrajhar,1060064,"SDJM,Gossaigaon",5,Y
6,Assam,22,Kokrajhar,1060065,District Court Complex,"1,2,3,4",Y
6,Assam,5,Lakhimpur,1060024,District Court Complex,"2,3,4,5",Y
6,Assam,5,Lakhimpur,1060025,"SDJM (M) Court Compex, Dhakuakhana","6,7",Y
6,Assam,34,Majuli,1060084,District Court Complex,"2,3,4,5,6",Y
6,Assam,4,Morigaon,1060023,District Court Complex,"2,3,4,5,6",Y
6,Assam,10,Nagaon,1060036,District Court Complex,"2,3,4,5,11",Y
6,Assam,10,Nagaon,1060037,SDJM Court Complex Koliabor,"6,7",Y
6,Assam,15,Nalbari,1060047,Chief Judicial Magistrate's Complex,3,N
6,Assam,15,Nalbari,1060048,District Judge's Court Complex,"1,2,4,5",N
6,Assam,15,Nalbari,1060049,"JMFC Court Complex, Tihu",6,N
6,Assam,15,Nalbari,1060078,Family Court Complex,7,N
6,Assam,3,Sivasagar,1060019,District Judge Court Complex,"2,3,5",Y
6,Assam,3,Sivasagar,1060020,SDJM Nazira,"9,10",Y
6,Assam,3,Sivasagar,1060021,Chief Judicial Magistrate's Complex,4,Y
6,Assam,6,Sonitpur,1060027,"District Judge's Court, Sonitpur","2,3,4,5,6",N
6,Assam,31,South Salmara,1060079,District Court Complex,"1,2,3,4",Y
6,Assam,12,Sribhumi,1060041,Chief Judicial Magistrate's Complex,4,N
6,Assam,12,Sribhumi,1060042,District Judge's Court,"1,2,3",N
6,Assam,2,Tinsukia,1060016,District Court Complex,"2,3,4,5,6",Y
6,Assam,2,Tinsukia,1060017,"SDJM (M) Court , Chapakhowa",10,Y
6,Assam,2,Tinsukia,1060018,"SDJM (M) Court Complex, Margherita","7,8,9",Y
6,Assam,2,Tinsukia,1370018,Railway Magistrate Court Complex,11,N
6,Assam,24,Udalguri,1060070,District Court Complex Udalguri,"1,2,3,4,5",Y
8,Bihar,24,Araria,1080060,"Civil Court, Araria","1,2,3,4",Y
8,Bihar,16,Aurangabad,1080044,"Sub divisional judicial court, Daudnagar","4,5",Y
8,Bihar,16,Aurangabad,1080045,"Civil Court Complex, Aurangabad","1,2,3,6",Y
